opportunity_id,chunk_id,chunk_index,chunk_text,source,opportunity_type_canonical,discipline_canonical
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_3,3,What matters is that the initiative as a whole has a clear and meaningful connection to the Nordic Region.,nordic_culture_fund,['Grant/Funding'],['Multidisciplinary']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_0,0,"Organisers of literary events, initiatives and literature presentation projects for children, young adults and adults.",kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_1,1,The project must be based on Danish literature.,kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_2,2,"Translators and publishers may apply for mentor support for translators, and translators may apply for network support.",kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_3,3,"The authors, illustrators and translators involved must have published at least one work in Danish.",kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_4,4,Events with audiences must be available to the public and they must be clearly announced.,kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_5,5,"With regard to applications for mentor support, the translator or publisher may apply for a fixed amount of DKK 6,000 for the course of a concrete translation project.",kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_6,6,"With regard to applications for network support, the committee supports activities in local networks of translators who translate from Danish.",kunst_dk_denmark,['Grant/Funding'],['Literature/Writing']
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_0,0,"Eligible applicants are: professional artists with their place of residence and work in North Rhine-Westphalia at the beginning of their artistic career, who can already demonstrate initial verifiable professional experience (e.g. exhibitions, projects or grants)",kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_1,1,"independent, non-commercial art spaces and initiatives based in North Rhine-Westphalia that continuously support artistic work",kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_2,2,students are excluded from applying,kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_3,3,rejected applications cannot be submitted a second time,kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
rannis_iceland_a290c26886c6,rannis_iceland_a290c26886c6_0,0,Professional performing art groups.,rannis_iceland,['Grant/Funding'],['Performing Arts']
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_0,0,"Those interested in joining the assessment and monitoring committees may express their interest; to do so, it is sufficient to formalize their application for registration.",dgartes_portugal,['Grant/Funding'],"['Visual Arts', 'Performing Arts', 'Circus/Street Arts', 'Multidisciplinary']"
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_1,1,"For acceptance of their application for registration, the interested party must have professional experience or specialized knowledge in the areas of visual arts, performing arts, street arts or disciplinary crossovers.",dgartes_portugal,['Grant/Funding'],"['Visual Arts', 'Performing Arts', 'Circus/Street Arts', 'Multidisciplinary']"
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_2,2,"They may also apply if they are a specialist in the cultural area or have experience in fields of activity such as communication, creation, strategic mediation actions, publishing, training, internationalization, research, production or programming, as well as financial or cultural management.",dgartes_portugal,['Grant/Funding'],"['Visual Arts', 'Performing Arts', 'Circus/Street Arts', 'Multidisciplinary']"
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_3,3,"Applications from specialists in areas that result from the intersection of the arts with other sectors of activity or social dimensions, such as the environment, gender equality, citizenship, accessibility or interculturality, will also be considered.",dgartes_portugal,['Grant/Funding'],"['Visual Arts', 'Performing Arts', 'Circus/Street Arts', 'Multidisciplinary']"
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_0,0,"Professional musicians, artists, ensembles and bands can apply for grants for concert and touring activities within all genres.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_1,1,"The concerts can take place in Norway and abroad, but we place particular emphasis on concerts in Norway.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_2,2,We provide the grants as project grants or operational grants.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_3,3,Project grants Most of the grants we provide are project grants for specific concerts and tours.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_4,4,We provide grants for single tours or for several concerts or tours during a year.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_5,5,"If you apply for project grants, you can apply for project grants at all three application deadlines of the scheme all concert- and touring-related expenses may be included in the application, including expenses for necessary rehearsals or necessary pre-production and administration related to the concerts the project period must be a maximum of one year Operational grants By operational grants we mean grants that are part of the overall annual financing of an activity or a permanent activity.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_6,6,"This means that you must apply for the entire calendar year and describe the overall concert and touring activity, development and operations throughout the year in the application.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_7,7,"To apply for operational grants, you must be an activity with an organisation number or have a permanent activity with its own name and budget, which is part of a larger activity for a minimum of three years have had extensive concert activity throughout the year and/or be a larger ensemble or band that has had year-round operations for a minimum of three years You can apply for grants for up to three years, and we encourage you to apply for multi-year grants.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_8,8,Please note that you can only apply at the September application deadline.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_9,9,Please also note that the committee may award a different type of grant than the one you applied for.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_10,10,What cannot receive funding?,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_11,11,"Under this scheme, we do not provide grants for composition and creative production – see instead the grant scheme for composition and production of music recording and publishing costs – see instead the Fund for Sound and Image, the grant scheme for special recording projects and the grant scheme for publication of music releases concert and touring activity on behalf of the Cultural Schoolbag investments in equipment pure solo engagements for choirs and orchestras enterprises where public debt negotiations or bankruptcy proceedings have been opened We do not provide grants for activities that have been completed before the application deadline.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_12,12,"As a rule, you cannot apply for grants for the following, unless there are special circumstances or needs that you can justify in the application: a single standalone concert concert activity that is not public or generally accessible concert activity without ticket or fee income concert activity without performer fees concert activity involving performers who are in education If the application falls outside the purpose of the scheme or the criteria for who can apply or what can receive funding, it will be rejected by the Arts Council's secretariat.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_13,13,Who can apply?,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_14,14,The scheme is aimed at professional actors within all musical forms of expression and genres.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_15,15,"Musicians, artists, ensembles, bands or support staff who are mainly based in or have their work in Norway can apply.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_16,16,"If you apply as support staff, you must involve the parties you are applying on behalf of in the application process.",kulturdirektoratet_norway,['Grant/Funding'],['Music']
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_17,17,Applicants who receive fixed annual state subsidies normally do not receive grants from this scheme.,kulturdirektoratet_norway,['Grant/Funding'],['Music']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_0,0,Creative Ireland has funding in 2026–27 for partnerships of at least two local authorities (aligned with Regional Health Authority) to deliver arts and health projects in the community and HSE community and hospital settings.,creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_1,1,The lead applicant must be a local authority.,creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_2,2,"Y ou will work with HSE and local or national arts, cultural or creative organisations to deliver these projects.",creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_3,3,Projects should be developed and delivered by the Creative Ireland and Healthy Ireland teams in local authorities.,creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_4,4,"This team will work with cultural and creative partners and (if appropriate) with the relevant HSE Health Promotion and Improvement Officers, HSE Health and Wellbeing teams, Sláintecare Healthy Communities Development Officers or other relevant officers, teams or networks, such as Age Friendly Ireland.",creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_5,5,The lead applicant must be a local authority in Ireland.,creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_6,6,"This is for arts and health projects with a clear north-south or east-west basis, in line with Shared Island initiative objectives.",creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_7,7,Projects should enable quality in-person connection between people from both Ireland and Northern Ireland or the wider UK.,creative_ireland,['Grant/Funding'],['Other/Non-Arts']
creative_ireland_e896d7db1d6a,creative_ireland_e896d7db1d6a_8,8,At least one project partner should be based in each of the relevant areas.,creative_ireland,['Grant/Funding'],['Other/Non-Arts']
cite_internationale_des_arts_434f3418899b,cite_internationale_des_arts_434f3418899b_2,2,"be between 25 and 40 years old at the closing of the call (October 1st, 2026) ;",cite_internationale_des_arts,['Residency'],['Photography']
fundacao_gulbenkian_641becbe2421,fundacao_gulbenkian_641becbe2421_1,1,Under 35 years old at the time of the application.,fundacao_gulbenkian,['Grant/Funding'],['Other/Non-Arts']
kunsten_be_flanders_1fb6db149626,kunsten_be_flanders_1fb6db149626_1,1,Age limit: up to 45 years old ( born after the 1st of July 1982 ).,kunsten_be_flanders,['Competition/Prize'],['Music']
villa_arson_184a7d44f070,villa_arson_184a7d44f070_0a,0,"It is intended for a photographic artist, under 30 years old.",villa_arson,['Residency'],['Photography']
villa_arson_184a7d44f070,villa_arson_184a7d44f070_0b,0,living and working in the Caribbean region.,villa_arson,['Residency'],['Photography']
petofi_kulturalis_ugynokseg_hungary_675b2bc659f6,petofi_kulturalis_ugynokseg_hungary_675b2bc659f6_0,0,The scholarship aims to support researchers under the age of 40 who specialize in the above topics.,petofi_kulturalis_ugynokseg_hungary,['Grant/Funding'],"['Other/Non-Arts', 'Cultural Heritage']"
fpu_slovakia_df1a50b7b76a,fpu_slovakia_df1a50b7b76a_0a,0,Eligible applicants are legal entities and natural persons active in the field of art and culture.,fpu_slovakia,['Grant/Funding'],"['Theatre', 'Dance', 'Music', 'Visual Arts', 'Literature/Writing', 'Cultural Heritage']"
fpu_slovakia_df1a50b7b76a,fpu_slovakia_df1a50b7b76a_0b,0,aged 18–26 years.,fpu_slovakia,['Grant/Funding'],"['Theatre', 'Dance', 'Music', 'Visual Arts', 'Literature/Writing', 'Cultural Heritage']"
nordic_culture_point_e5ff586e656e,nordic_culture_point_e5ff586e656e_1,1,"If you are under the age of 18, you can present your idea for a project to an association or organisation, or to an adult who can help you develop and implement the project.",nordic_culture_point,['Grant/Funding'],"['Film/Video', 'Literature/Writing', 'Performing Arts', 'Visual Arts', 'Cultural Heritage']"
kunststiftung_nrw_13b9c46310b0,kunststiftung_nrw_13b9c46310b0_0,0,The call is not age-limited.,kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
kunststiftung_nrw_72dbd2a3195b,kunststiftung_nrw_72dbd2a3195b_2,2,A completed degree from an academy of art/university of the arts is required.,kunststiftung_nrw,['Grant/Funding'],"['Visual Arts', 'Curating/Art Criticism']"
fundacao_gulbenkian_0089a729f2c8,fundacao_gulbenkian_0089a729f2c8_5,5,Applications from holders of a higher education degree will not be accepted.,fundacao_gulbenkian,['Grant/Funding'],['Other/Non-Arts']
kunsten_be_flanders_696dbc1b4c63,kunsten_be_flanders_696dbc1b4c63_1,1,You hold a degree in higher arts education (visual arts).,kunsten_be_flanders,['Open Call'],['Visual Arts']
akademie_schloss_solitude_a8aba5b303e4,akademie_schloss_solitude_a8aba5b303e4_7,7,"In the sphere of practice Scientific, a master's degree or higher is required.",akademie_schloss_solitude,['Residency'],['Multidisciplinary']
akademie_schloss_solitude_a8aba5b303e4,akademie_schloss_solitude_a8aba5b303e4_6,6,"In the spheres of practice Visual, Aural & Physical, Textual, Spatial, and Digital, the term ""education"" includes all forms of artistic qualification – such as studies at art academies or universities, vocational training, mentoring, master classes, or self-taught education.",akademie_schloss_solitude,['Residency'],['Multidisciplinary']
mondriaan_fund_d73d8c3cb49e,mondriaan_fund_d73d8c3cb49e_3a,3,When the artist receiving the fee has at least a bachelor's degree in visual arts.,mondriaan_fund,['Grant/Funding'],['Visual Arts']
mondriaan_fund_d73d8c3cb49e,mondriaan_fund_d73d8c3cb49e_3b,3,or has worked as a professional visual artist for 3 years or more.,mondriaan_fund,['Grant/Funding'],['Visual Arts']
kunsten_be_flanders_78c404ddf0fa,kunsten_be_flanders_78c404ddf0fa_0a,0,You have a degree in the arts.,kunsten_be_flanders,['Open Call'],['Performing Arts']
kunsten_be_flanders_78c404ddf0fa,kunsten_be_flanders_78c404ddf0fa_0b,0,or relevant experience in the arts sector.,kunsten_be_flanders,['Open Call'],['Performing Arts']
kunsten_be_flanders_78c404ddf0fa,kunsten_be_flanders_78c404ddf0fa_0c,0,you share a work-in-progress or an experiment (max 15min); your work is suitable for the location (limited technical resources); your work-in-progress should have a performative character.,kunsten_be_flanders,['Open Call'],['Performing Arts']
kulturdirektoratet_norway_f8ce796dcf0c,kulturdirektoratet_norway_f8ce796dcf0c_2,2,You should have distinguished yourself with good results from your studies and have the potential to be able to apply for a doctoral scholarship after completing your master's degree.,kulturdirektoratet_norway,['Grant/Funding'],['Multidisciplinary']
bmwkms_austria_57c6352e8fbc,bmwkms_austria_57c6352e8fbc_0a,0,Artists who hold Austrian citizenship.,bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
bmwkms_austria_57c6352e8fbc,bmwkms_austria_57c6352e8fbc_0b,0,or have their permanent residence in Austria (most recent registration certificate) are eligible to apply.,bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
kunsten_be_flanders_28881ec0704a,kunsten_be_flanders_28881ec0704a_1,1,This open call is for international participants who do not hold Korean nationality.,kunsten_be_flanders,['Other'],"['Literature/Writing', 'Visual Arts', 'Theatre', 'Music', 'Dance', 'Cultural Heritage', 'Multidisciplinary', 'Digital/New Media Arts']"
kunsten_be_flanders_e4a2cb6c28a5,kunsten_be_flanders_e4a2cb6c28a5_1a,1,Applicants must be resident in Belgium.,kunsten_be_flanders,['Residency'],"['Performing Arts', 'Digital/New Media Arts']"
kunsten_be_flanders_e4a2cb6c28a5,kunsten_be_flanders_e4a2cb6c28a5_1b,1,"regardless of nationality, gender, religion or ethnic origin.",kunsten_be_flanders,['Residency'],"['Performing Arts', 'Digital/New Media Arts']"
mondriaan_fund_3afe43141b61,mondriaan_fund_3afe43141b61_12,12,"For artists with a non-Dutch nationality, proof of registration in the Netherlands is also required.",mondriaan_fund,['Grant/Funding'],['Visual Arts']
nordic_culture_point_c76ae887354b,nordic_culture_point_c76ae887354b_2,2,"However, they do not need to be a Nordic or Baltic citizen.",nordic_culture_point,['Grant/Funding'],['Multidisciplinary']
vkkf_konkursu_grafiks_31853942f4cb,vkkf_konkursu_grafiks_31853942f4cb_0,0,Ukrainian citizens,vkkf_konkursu_grafiks,['Grant/Funding'],[]
can_serrat_217dbea20ea5,can_serrat_217dbea20ea5_0a,0,Can Serrat is opening a new residency call for writers.,can_serrat,['Residency'],['Literature/Writing']
can_serrat_217dbea20ea5,can_serrat_217dbea20ea5_0b,0,from all backgrounds and nationalities.,can_serrat,['Residency'],['Literature/Writing']
kunstlerhaus_bethanien_ad1d16a215d9,kunstlerhaus_bethanien_ad1d16a215d9_5a,5,You can be a foreign citizen and apply for our stipends and grants.,kunstlerhaus_bethanien,['Residency'],"['Visual Arts', 'Photography', 'Design/Architecture', 'Craft']"
kunstlerhaus_bethanien_ad1d16a215d9,kunstlerhaus_bethanien_ad1d16a215d9_5b,5,but you must be a resident in Sweden or primarily practice your art here.,kunstlerhaus_bethanien,['Residency'],"['Visual Arts', 'Photography', 'Design/Architecture', 'Craft']"
national_culture_fund_bulgaria_4615be3896e7,national_culture_fund_bulgaria_4615be3896e7_3a,3,Natural persons with Bulgarian citizenship.,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_4615be3896e7,national_culture_fund_bulgaria_4615be3896e7_3b,3,or the right of residence in Bulgaria.,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
